,open_time,open,high,low,close,volume,close_time,quote_asset_volume,no_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
23,1629513000000,3281.21,3284.82,3272.91,3274.89,15947.667,1629513899999,52314653.00722,22045,6375.859,20918291.88798
24,1629513900000,3274.90,3276.45,3262.52,3264.68,14434.191,1629514799999,47159571.27697,22975,6342.412,20720882.20790
25,1629514800000,3264.68,3267.72,3253.04,3260.31,15786.101,1629515699999,51462342.49616,23325,6908.534,22526008.72573
26,1629515700000,3260.31,3269.00,3256.62,3266.41,9817.856,1629516599999,32045282.51609,17762,5404.121,17639867.30448
27,1629516600000,3266.40,3281.00,3264.80,3272.77,14700.123,1629517499999,48146223.65293,23049,7522.085,24635735.11336
28,1629517500000,3272.77,3284.51,3272.00,3278.78,15413.850,1629518399999,50532789.09588,21553,7464.938,24475248.07218
29,1629518400000,3278.78,3279.84,3262.00,3264.40,13715.199,1629519299999,44825804.31791,21614,5830.293,19054261.71282
30,1629519300000,3264.40,3273.79,3257.19,3271.38,16758.071,1629520199999,54702475.30873,22479,9071.806,29617147.16004
31,1629520200000,3271.39,3282.00,3268.71,3271.67,16722.252,1629521099999,54778333.94988,23671,8133.585,26646485.43785
32,1629521100000,3271.66,3283.79,3271.63,3272.28,13447.646,1629521999999,44081638.31008,18946,6031.792,19773058.18142
33,1629522000000,3272.28,3304.18,3267.81,3297.79,56951.371,1629522899999,187467847.92051,59301,34774.005,114475724.11488
34,1629522900000,3297.79,3313.20,3290.00,3295.27,39778.169,1629523799999,131320404.67686,52711,18605.177,61439950.53813
35,1629523800000,3295.28,3301.38,3285.39,3290.46,19168.349,1629524699999,63104068.12118,27703,8396.897,27649965.70891
36,1629524700000,3290.55,3296.85,3286.20,3291.40,13604.715,1629525599999,44779860.45925,22664,6981.262,22980362.41006
37,1629525600000,3291.39,3292.46,3274.73,3285.70,21554.827,1629526499999,70764972.25538,30614,8996.713,29539605.06878
38,1629526500000,3285.70,3291.87,3278.00,3288.82,16613.790,1629527399999,54588400.12102,24656,8185.497,26900412.19644
39,1629527400000,3288.82,3288.82,3276.50,3283.03,11174.317,1629528299999,36661159.09343,20885,5440.768,17850784.32842
40,1629528300000,3283.03,3283.03,3272.02,3278.64,11762.311,1629529199999,38533941.75213,22662,5364.449,17575960.87185
41,1629529200000,3278.63,3281.46,3267.69,3277.18,14221.655,1629530099999,46556446.49759,24421,6474.258,21195523.39490
42,1629530100000,3277.19,3291.90,3274.74,3287.29,19319.879,1629530999999,63499959.49756,27160,10103.557,33204282.87249
43,1629531000000,3287.29,3291.54,3283.27,3289.01,10685.066,1629531899999,35130358.93991,18083,5181.008,17035109.47885
44,1629531900000,3289.01,3298.00,3288.77,3296.50,16625.127,1629532799999,54768685.12612,25522,9390.525,30935788.43306
45,1629532800000,3296.51,3313.90,3290.17,3309.82,29991.766,1629533699999,99063499.40493,41635,17025.542,56243914.86467
46,1629533700000,3309.82,3312.81,3286.20,3289.79,32800.671,1629534599999,108115550.89023,43061,13672.799,45062961.99204
47,1629534600000,3289.78,3293.72,3282.90,3292.79,14224.425,1629535499999,46767911.37873,21830,6934.040,22801129.65979
48,1629535500000,3292.80,3292.80,3282.29,3288.89,10429.060,1629536399999,34279237.58015,17783,3658.914,12027331.26347
49,1629536400000,3288.89,3292.00,3278.63,3288.09,16304.043,1629537299999,53560052.50324,24573,8224.936,27027350.63324
50,1629537300000,3288.09,3290.26,3281.00,3284.49,11060.597,1629538199999,36328788.69235,18197,5180.584,17015849.44372
51,1629538200000,3284.49,3284.49,3275.13,3282.50,13940.374,1629539099999,45715134.31199,20877,6705.674,21990903.26615
52,1629539100000,3282.49,3292.00,3280.11,3283.50,11027.495,1629539999999,36234739.05507,17660,5681.326,18667823.71029
53,1629540000000,3283.50,3292.00,3278.25,3287.62,13588.670,1629540899999,44656102.17077,20729,7436.188,24440133.97297
54,1629540900000,3287.65,3296.31,3287.56,3288.79,15222.362,1629541799999,50107848.79004,19233,7455.389,24542693.97147
55,1629541800000,3288.78,3295.00,3284.70,3292.57,8202.089,1629542699999,26988792.90098,13781,3931.756,12937893.35479
56,1629542700000,3292.57,3310.00,3281.80,3299.63,46022.685,1629543599999,151760619.45609,50259,23688.663,78124260.43191
57,1629543600000,3299.63,3307.05,3241.10,3254.56,121876.180,1629544499999,397701453.62237,129431,50207.246,163824791.90555
58,1629544500000,3254.57,3261.86,3242.00,3245.53,51438.569,1629545399999,167219666.17426,57081,25176.542,81851113.95585
59,1629545400000,3245.66,3259.51,3245.20,3255.38,23166.079,1629546299999,75350222.20724,31196,11926.126,38792892.59010
60,1629546300000,3255.37,3257.42,3247.00,3252.25,18590.066,1629547199999,60468268.30398,24952,8069.844,26253847.81095
61,1629547200000,3252.26,3264.99,3246.24,3262.90,23783.919,1629548099999,77519438.52489,32407,11637.440,37931941.95691
62,1629548100000,3262.89,3268.80,3262.36,3265.26,17660.736,1629548999999,57677476.26332,23598,8602.714,28096940.72349
63,1629549000000,3265.26,3271.46,3258.00,3269.21,15380.569,1629549899999,50213644.40848,22056,7363.885,24048031.45375
64,1629549900000,3269.21,3297.97,3268.42,3292.99,57440.886,1629550799999,188732195.03585,60589,31073.194,102088412.25910
65,1629550800000,3292.98,3301.00,3278.00,3282.98,39378.351,1629551699999,129564240.02911,47882,17181.254,56548167.75113
66,1629551700000,3282.98,3290.00,3276.90,3286.88,17146.278,1629552599999,56305106.54657,24377,8670.443,28477176.07143
67,1629552600000,3286.87,3292.63,3281.06,3292.55,12918.358,1629553499999,42468611.66509,19399,6553.914,21549676.45813
68,1629553500000,3292.55,3294.00,3280.29,3284.68,12475.031,1629554399999,40996768.82326,19565,5677.457,18659558.15813
69,1629554400000,3284.68,3286.76,3269.68,3271.99,19521.400,1629555299999,63973765.20277,27559,7788.516,25527128.21531
70,1629555300000,3271.99,3278.38,3263.33,3270.21,23395.797,1629556199999,76514951.11040,28873,9885.435,32337873.28531
71,1629556200000,3270.21,3270.64,3257.50,3260.33,20140.283,1629557099999,65742326.51607,27247,9747.076,31819876.97670
72,1629557100000,3260.33,3265.67,3256.01,3260.00,13303.705,1629557999999,43382444.62960,21789,6886.096,22457870.13320
73,1629558000000,3260.01,3271.84,3258.00,3271.16,17229.059,1629558899999,56263885.60076,28398,9815.750,32054528.89640
74,1629558900000,3271.16,3278.37,3268.06,3270.97,13335.582,1629559799999,43649854.49142,22688,6400.911,20953990.69719
75,1629559800000,3270.97,3279.23,3270.97,3278.47,11065.606,1629560699999,36254755.84643,19146,6389.334,20934244.54435
76,1629560700000,3278.48,3281.94,3272.88,3274.25,10810.484,1629561599999,35439830.24243,18590,5022.616,16467506.02134
77,1629561600000,3274.25,3288.87,3263.23,3287.97,28940.789,1629562499999,94820599.46179,38017,14020.466,45953481.42853
78,1629562500000,3287.96,3295.00,3275.00,3292.45,28954.377,1629563399999,95150396.83684,34481,15989.918,52563520.11111
79,1629563400000,3292.45,3294.87,3282.02,3285.09,21741.177,1629564299999,71502759.05106,28595,9523.053,31323272.62120
80,1629564300000,3285.09,3291.48,3280.84,3289.34,9120.382,1629565199999,29978057.64672,16618,4267.924,14028924.92588
81,1629565200000,3289.34,3292.00,3277.23,3284.78,12557.080,1629566099999,41265350.71352,20639,5949.557,19556455.82834
82,1629566100000,3284.77,3286.24,3275.05,3280.70,12577.732,1629566999999,41250609.41153,19511,6095.553,19991242.00705
83,1629567000000,3280.66,3282.21,3272.06,3278.07,9750.752,1629567899999,31957418.84431,16258,4599.081,15075040.62447
84,1629567900000,3278.06,3285.89,3266.20,3279.62,18076.465,1629568799999,59200797.16871,24536,8631.601,28276277.69936
85,1629568800000,3279.62,3280.33,3254.67,3264.93,24062.506,1629569699999,78539206.53110,31721,9315.881,30412729.04526
86,1629569700000,3265.00,3265.59,3250.33,3257.33,15054.427,1629570599999,49038889.55524,22974,5913.463,19266971.98006
87,1629570600000,3257.33,3267.97,3251.55,3264.92,15952.311,1629571499999,52012414.05639,20222,7784.178,25381464.26298
88,1629571500000,3264.92,3267.79,3259.02,3263.99,7604.276,1629572399999,24820452.03515,12931,4214.137,13754648.57032
89,1629572400000,3263.90,3265.79,3241.57,3247.35,17590.141,1629573299999,57180485.90868,25778,5249.690,17068136.96730
90,1629573300000,3247.35,3247.35,3210.00,3234.71,60965.945,1629574199999,196656742.50437,72844,27501.104,88707877.50561
91,1629574200000,3234.70,3237.81,3219.28,3220.08,17840.526,1629575099999,57635383.55944,26347,7734.135,24990006.46878
92,1629575100000,3220.08,3227.23,3207.12,3220.00,26942.827,1629575999999,86659648.09687,33281,12864.439,41385083.95510
93,1629576000000,3219.99,3232.29,3213.30,3220.20,18961.149,1629576899999,61124953.74935,27784,10136.191,32677579.71103
94,1629576900000,3220.20,3231.30,3220.06,3223.68,9645.229,1629577799999,31113596.04408,17235,5036.324,16246136.18641
95,1629577800000,3223.69,3236.58,3223.68,3233.66,9649.056,1629578699999,31183258.99683,17515,5406.687,17474284.43712
96,1629578700000,3233.50,3235.49,3224.07,3231.45,6313.728,1629579599999,20383827.44024,14200,3064.859,9894098.66723
97,1629579600000,3231.44,3240.78,3223.87,3240.78,8474.477,1629580499999,27394825.07134,17290,4636.519,14990683.61798
98,1629580500000,3240.78,3245.00,3234.45,3238.96,11530.193,1629581399999,37358926.37898,18990,5399.661,17497713.20608
99,1629581400000,3238.96,3245.00,3238.44,3245.00,7353.992,1629582299999,23844109.67103,13571,4935.315,16001533.92618
100,1629582300000,3244.99,3257.00,3244.78,3253.10,12201.219,1629583199999,39678899.22110,18398,7492.507,24364998.31841
101,1629583200000,3253.10,3263.54,3251.06,3257.53,10283.298,1629584099999,33499616.05400,18135,5267.707,17162592.59224
102,1629584100000,3257.53,3264.16,3255.81,3257.62,10734.555,1629584999999,34999280.09271,14695,5780.990,18850836.84649
103,1629585000000,3257.62,3260.61,3233.10,3240.38,17042.505,1629585899999,55326133.94055,23792,6591.168,21394871.34762
104,1629585900000,3240.37,3255.89,3239.55,3254.16,10326.694,1629586799999,33560432.14460,16597,6431.961,20902870.09053
105,1629586800000,3254.16,3259.00,3248.70,3248.70,7990.342,1629587699999,26012744.47634,15406,3760.544,12244443.25184
106,1629587700000,3248.70,3250.45,3237.15,3241.75,14553.874,1629588599999,47220369.85264,18272,5107.305,16569944.06358
107,1629588600000,3241.79,3244.15,3227.41,3233.48,14878.945,1629589499999,48112227.38683,22558,6207.064,20071664.14326
108,1629589500000,3233.48,3237.67,3225.03,3226.40,10824.791,1629590399999,34971011.80033,17812,5682.052,18360672.54634
109,1629590400000,3226.39,3253.50,3221.07,3242.43,29121.224,1629591299999,94349575.32814,34559,13708.490,44420927.61749
110,1629591300000,3242.43,3252.50,3232.10,3246.98,16095.726,1629592199999,52195168.42582,22805,9556.549,30992821.94994
111,1629592200000,3246.71,3252.48,3242.65,3247.98,10327.584,1629593099999,33542639.07831,16237,4969.603,16141264.59747
112,1629593100000,3247.97,3250.64,3235.74,3247.25,7601.739,1629593999999,24664362.84508,16014,3735.757,12120301.43797
113,1629594000000,3247.25,3250.00,3236.99,3237.62,8603.944,1629594899999,27903909.29808,17032,3724.509,12078212.71699
114,1629594900000,3237.62,3245.20,3236.00,3243.22,5888.766,1629595799999,19083780.17386,12863,2888.629,9361187.09655
115,1629595800000,3243.53,3259.91,3243.00,3256.36,16904.893,1629596699999,54985726.13890,20702,9353.771,30421821.99277
116,1629596700000,3256.36,3259.70,3249.38,3251.75,8760.766,1629597599999,28518187.68012,14089,3695.672,12031813.67588
117,1629597600000,3251.75,3252.44,3242.16,3244.69,9088.309,1629598499999,29511703.35134,15155,3390.315,11009361.56747
118,1629598500000,3244.69,3247.64,3235.79,3236.92,8358.318,1629599399999,27083178.13739,16368,4009.023,12991396.14515
119,1629599400000,3236.88,3236.88,3223.04,3224.62,18161.739,1629600299999,58673316.29963,23302,6881.750,22236136.81912
120,1629600300000,3224.72,3236.70,3221.49,3230.75,14987.637,1629601199999,48403972.47472,20116,8001.304,25845161.18785
121,1629601200000,3230.76,3239.51,3225.54,3233.89,10070.721,1629602099999,32560182.02609,18562,5624.243,18183109.11750
122,1629602100000,3233.90,3239.00,3223.71,3226.51,8657.997,1629602999999,27968948.73946,16053,3942.345,12738234.47169
123,1629603000000,3226.50,3231.29,3218.00,3231.15,19400.288,1629603899999,62550587.01120,23464,9948.431,32080486.23787
124,1629603900000,3231.14,3235.40,3223.68,3228.51,8308.664,1629604799999,26839102.53692,16112,4220.078,13631760.83137
125,1629604800000,3228.51,3242.62,3228.04,3239.30,12661.787,1629605699999,40986715.42224,17586,6827.146,22101232.33808
126,1629605700000,3239.52,3245.54,3236.34,3243.39,10524.520,1629606599999,34130440.62355,16700,5784.798,18760547.07286
127,1629606600000,3243.40,3245.00,3236.03,3236.64,9737.610,1629607499999,31543755.15402,13886,4209.049,13634656.74603
128,1629607500000,3236.65,3248.92,3234.88,3248.17,13165.557,1629608399999,42710149.00902,16817,6817.721,22121155.69607
129,1629608400000,3247.91,3252.80,3239.90,3242.96,13291.463,1629609299999,43146567.61664,19267,6319.536,20518186.12020
130,1629609300000,3242.96,3244.25,3232.04,3235.70,10034.487,1629610199999,32476465.23549,16913,4325.059,13998290.57490
131,1629610200000,3235.70,3240.22,3230.71,3235.87,8803.476,1629611099999,28473516.89603,15713,4414.626,14278695.71004
132,1629611100000,3235.95,3238.21,3228.34,3231.28,10694.805,1629611999999,34565976.55033,16942,5753.143,18594509.07371
133,1629612000000,3231.28,3239.90,3231.28,3237.64,11974.061,1629612899999,38757814.55664,19173,6529.153,21134310.62761
134,1629612900000,3237.63,3251.00,3237.63,3243.89,20344.904,1629613799999,66056066.13034,23419,11381.708,36954013.85017
135,1629613800000,3243.90,3270.00,3243.89,3266.27,36505.855,1629614699999,119101579.87669,43211,19511.410,63649261.93313
136,1629614700000,3266.28,3269.98,3257.03,3257.66,14579.609,1629615599999,47590244.25730,23856,6101.416,19920620.66147
137,1629615600000,3257.66,3265.88,3257.65,3259.75,10519.553,1629616499999,34321576.84439,16994,5509.058,17976023.76859
138,1629616500000,3259.76,3274.60,3259.28,3270.40,15595.822,1629617399999,50965675.43303,21177,9330.982,30493931.16577
139,1629617400000,3270.40,3272.00,3261.28,3262.01,9519.143,1629618299999,31083343.96171,15903,4181.771,13655356.30548
140,1629618300000,3262.00,3269.50,3259.15,3264.51,7971.077,1629619199999,26021937.52764,14710,4049.129,13220486.47134
141,1629619200000,3264.51,3271.77,3262.77,3265.54,11808.055,1629620099999,38585677.50289,19753,6179.665,20193565.55542
142,1629620100000,3265.53,3266.03,3242.40,3249.40,28297.082,1629620999999,92021866.47799,34014,12599.777,40971887.60389
143,1629621000000,3249.41,3262.00,3245.40,3259.00,17052.673,1629621899999,55506130.28320,22769,8810.226,28681341.36642
144,1629621900000,3259.01,3262.94,3251.95,3253.42,9804.562,1629622799999,31937119.79573,15048,4428.840,14426985.50138
145,1629622800000,3253.42,3268.86,3253.29,3258.36,15546.342,1629623699999,50726468.00915,23092,9169.123,29919835.47414
146,1629623700000,3258.36,3269.00,3258.23,3265.31,10587.778,1629624599999,34577489.96748,16606,6080.257,19859346.37779
147,1629624600000,3265.31,3271.00,3264.00,3269.46,8658.112,1629625499999,28295611.55157,15493,4190.197,13695079.94207
148,1629625500000,3269.46,3276.42,3263.42,3267.96,21486.365,1629626399999,70267621.03620,22744,9121.933,29834538.48057
149,1629626400000,3267.81,3270.75,3257.00,3264.77,18588.833,1629627299999,60660856.60280,23547,9176.767,29943466.50363
150,1629627300000,3264.78,3271.95,3262.20,3265.00,12968.096,1629628199999,42374173.60845,19574,7237.232,23649382.85467
151,1629628200000,3265.00,3270.30,3260.20,3260.92,9339.004,1629629099999,30484033.84741,15088,4152.454,13554375.97767
152,1629629100000,3260.93,3265.17,3250.00,3252.95,18194.274,1629629999999,59232855.79028,23387,7463.666,24300462.60470
153,1629630000000,3252.94,3260.45,3250.12,3260.43,9996.481,1629630899999,32540388.92518,17127,5746.571,18707171.66245
154,1629630900000,3260.44,3262.00,3255.00,3257.27,6588.125,1629631799999,21464841.04704,12982,3452.410,11249526.59266
155,1629631800000,3257.33,3261.33,3250.11,3256.06,7952.195,1629632699999,25884071.78976,14560,3508.130,11420302.32255
156,1629632700000,3256.05,3258.00,3251.08,3258.00,5042.284,1629633599999,16408667.14463,11985,2428.550,7903425.44664
157,1629633600000,3258.00,3265.97,3242.00,3248.78,26459.142,1629634499999,86035800.68101,32175,11852.417,38550207.48564
158,1629634500000,3248.77,3253.95,3247.00,3248.32,9530.316,1629635399999,30981275.24186,15703,4319.645,14040864.68661
159,1629635400000,3248.33,3253.98,3237.01,3240.91,15731.285,1629636299999,51040263.33005,23109,6391.872,20745953.98766
160,1629636300000,3241.00,3246.67,3236.22,3238.44,13443.986,1629637199999,43579507.56260,19707,7209.901,23372770.26527
161,1629637200000,3238.44,3242.02,3229.00,3232.73,20088.537,1629638099999,64965589.32499,30183,8686.008,28091570.84119
162,1629638100000,3232.73,3238.00,3218.60,3236.93,35553.446,1629638999999,114719192.84752,40275,17635.205,56906791.48480
163,1629639000000,3236.93,3242.83,3227.00,3228.02,20237.802,1629639899999,65465002.70107,24380,9545.279,30885719.45797
164,1629639900000,3228.02,3236.70,3223.23,3234.46,15811.837,1629640799999,51078234.03551,22991,7712.976,24922057.95777
165,1629640800000,3234.62,3238.49,3228.40,3233.69,10711.004,1629641699999,34639362.61647,19926,4970.323,16075344.19310
166,1629641700000,3233.69,3241.36,3231.66,3234.84,10497.634,1629642599999,33981133.82422,18271,5850.829,18940196.06592
167,1629642600000,3234.84,3235.47,3216.12,3222.73,32693.354,1629643499999,105387369.02379,35904,13456.720,43379206.83342
168,1629643500000,3222.73,3222.73,3163.55,3166.88,131050.464,1629644399999,417403717.12575,131879,57696.208,183665314.17277
169,1629644400000,3166.86,3175.74,3152.97,3172.80,75079.279,1629645299999,237644585.76102,85940,37326.225,118175463.04881
170,1629645300000,3172.81,3183.55,3168.55,3177.13,32944.466,1629646199999,104697647.36422,40270,17107.192,54366807.89962
171,1629646200000,3177.13,3188.52,3176.00,3184.09,25337.535,1629647099999,80661882.75200,30517,11961.834,38083646.88157
172,1629647100000,3184.05,3184.95,3172.97,3181.85,14453.154,1629647999999,45945264.66426,19645,6870.801,21844933.22406
173,1629648000000,3181.85,3182.00,3158.17,3168.71,51107.386,1629648899999,161902120.53900,49444,24631.055,78023177.35488
174,1629648900000,3168.71,3182.23,3159.05,3181.72,23862.867,1629649799999,75672353.89218,32156,13945.492,44228675.78151
175,1629649800000,3181.71,3194.40,3180.63,3187.04,28067.984,1629650699999,89483617.19284,31844,12851.724,40970649.50512
176,1629650700000,3187.03,3187.04,3173.66,3178.75,15618.768,1629651599999,49655470.65019,21856,6595.659,20968675.21020
177,1629651600000,3178.76,3187.80,3176.22,3186.65,9733.117,1629652499999,30970037.93972,17543,5153.884,16400027.58831
178,1629652500000,3186.87,3189.70,3172.00,3179.59,12411.969,1629653399999,39471268.08837,19327,5081.859,16163296.61302
179,1629653400000,3179.73,3184.88,3172.29,3176.61,8604.068,1629654299999,27340514.76429,15833,3981.544,12654564.80489
180,1629654300000,3176.61,3178.25,3170.00,3177.24,9002.627,1629655199999,28573024.95062,15990,4322.037,13717292.00757
181,1629655200000,3177.23,3177.23,3127.81,3135.79,63736.789,1629656099999,200478160.03159,75480,25302.216,79550039.44929
182,1629656100000,3135.88,3147.09,3124.35,3141.00,27100.326,1629656999999,85071693.44236,37770,13319.956,41825543.94625
183,1629657000000,3141.00,3152.84,3138.58,3152.84,13591.353,1629657899999,42775255.21246,22036,7396.790,23281810.23476
184,1629657900000,3152.84,3164.58,3149.60,3151.28,20084.513,1629658799999,63409278.43076,24065,13088.196,41322694.08171
185,1629658800000,3151.29,3162.48,3150.00,3157.80,11001.937,1629659699999,34727708.30789,18492,5199.954,16413034.47987
186,1629659700000,3157.79,3175.98,3157.79,3173.70,14462.041,1629660599999,45838585.57114,22306,7724.498,24484226.97129
187,1629660600000,3173.69,3175.00,3168.28,3170.74,8701.100,1629661499999,27597520.59155,15190,2918.430,9257400.45259
188,1629661500000,3170.73,3177.00,3161.22,3175.10,10091.872,1629662399999,31966958.26692,17044,4387.486,13902862.69348
189,1629662400000,3175.11,3175.11,3141.29,3143.18,28386.941,1629663299999,89484210.48209,32012,10485.354,33041599.06176
190,1629663300000,3143.23,3148.38,3136.65,3142.27,12481.175,1629664199999,39226504.88893,20690,5648.543,17756349.77713
191,1629664200000,3142.28,3145.55,3133.13,3143.96,11657.640,1629665099999,36601672.50494,18235,5524.126,17346163.46929
192,1629665100000,3143.84,3155.00,3138.67,3152.89,10413.084,1629665999999,32768945.85710,17380,6518.625,20515046.08586
193,1629666000000,3152.89,3154.24,3142.10,3143.14,6701.819,1629666899999,21094237.28834,16107,3094.349,9738611.80529
194,1629666900000,3143.15,3156.64,3143.14,3151.27,6771.012,1629667799999,21335857.37670,15591,3853.432,12141767.14911
195,1629667800000,3151.27,3166.38,3151.27,3164.71,8482.812,1629668699999,26821250.10935,17048,5036.696,15923584.97352
196,1629668700000,3164.71,3173.82,3161.91,3168.65,12003.540,1629669599999,38027277.35935,18386,6057.222,19190612.49699
197,1629669600000,3168.60,3187.50,3161.16,3187.42,24130.694,1629670499999,76719204.69950,32773,13330.953,42387032.43603
198,1629670500000,3187.43,3191.33,3175.30,3176.12,17757.034,1629671399999,56507569.84057,23247,8075.042,25700012.00856
199,1629671400000,3176.13,3189.00,3175.41,3186.12,13575.184,1629672299999,43203877.39225,18607,6805.129,21655189.41608
200,1629672300000,3186.12,3218.97,3186.12,3215.69,45429.342,1629673199999,145720140.38976,50991,27616.424,88570028.57940
201,1629673200000,3215.69,3235.00,3210.50,3226.62,37110.809,1629674099999,119573498.67070,45183,20102.615,64786521.22614
202,1629674100000,3226.49,3256.70,3223.09,3251.66,51351.432,1629674999999,166628981.97892,58305,26189.970,84970264.75714
203,1629675000000,3251.56,3256.15,3244.78,3249.05,22563.463,1629675899999,73324173.62580,29029,9478.234,30804329.99429
204,1629675900000,3249.05,3252.69,3238.56,3241.29,19430.673,1629676799999,63040749.59889,25209,8909.186,28908520.52086
205,1629676800000,3241.29,3261.10,3234.80,3255.78,44418.463,1629677699999,144496717.95993,44746,23439.433,76266271.92507
206,1629677700000,3255.62,3259.88,3245.00,3248.32,16129.171,1629678599999,52437898.16990,21406,6551.808,21305241.97827
207,1629678600000,3248.31,3251.22,3233.07,3242.20,24148.063,1629679499999,78246136.27241,29911,11747.964,38065275.22568
208,1629679500000,3242.20,3253.78,3241.03,3251.90,17719.781,1629680399999,57549329.44458,23038,9467.276,30750241.77871
209,1629680400000,3251.90,3256.00,3246.11,3248.12,12536.148,1629681299999,40748911.92614,19174,5982.859,19447642.46541
210,1629681300000,3248.11,3267.60,3247.64,3262.82,28170.484,1629682199999,91843803.85521,35578,16168.172,52714787.35812
211,1629682200000,3262.82,3271.88,3260.70,3266.55,27038.067,1629683099999,88317416.01455,30876,14645.001,47843094.27499
212,1629683100000,3266.55,3272.96,3262.00,3262.20,17292.432,1629683999999,56509005.63399,20556,8880.637,29024793.86787
213,1629684000000,3262.20,3273.00,3255.45,3260.00,20547.347,1629684899999,67072673.13430,24713,9650.202,31508113.49753
214,1629684900000,3259.99,3266.62,3258.58,3259.71,12163.401,1629685799999,39680615.95769,18689,6093.969,19880970.58197
215,1629685800000,3259.70,3287.99,3259.70,3281.04,49546.653,1629686699999,162277530.22193,52698,27614.290,90459709.15989
216,1629686700000,3280.89,3309.47,3280.61,3300.17,71338.185,1629687599999,235296290.29451,81094,37961.353,125200428.11921
217,1629687600000,3300.17,3354.17,3300.17,3352.33,116133.339,1629688499999,386849965.76635,138539,64802.322,215853968.26005
218,1629688500000,3352.33,3355.27,3331.00,3331.91,67490.639,1629689399999,225415743.44501,77003,28009.818,93552881.54648
219,1629689400000,3331.91,3365.25,3331.80,3357.68,52423.198,1629690299999,175515541.72217,56962,28978.302,97031991.98170
220,1629690300000,3357.68,3359.21,3343.81,3347.77,34480.537,1629691199999,115474614.75613,41696,15811.318,52951751.92401
221,1629691200000,3347.77,3362.72,3346.84,3353.15,57422.940,1629692099999,192651849.83196,55458,31652.531,106191369.08483
222,1629692100000,3352.90,3360.47,3347.88,3355.90,35065.141,1629692999999,117646911.21309,38645,16406.099,55048124.20557
223,1629693000000,3355.90,3363.24,3348.00,3357.74,32040.417,1629693899999,107544644.39131,34974,14594.838,48984501.51403
224,1629693900000,3357.74,3361.00,3348.21,3354.59,25503.211,1629694799999,85523908.21669,30066,11149.744,37392944.75810
225,1629694800000,3354.59,3360.00,3342.00,3345.08,27676.671,1629695699999,92772695.22645,31143,12307.096,41262316.54925
226,1629695700000,3345.01,3357.11,3345.01,3349.17,23748.846,1629696599999,79592452.65890,28445,13559.284,45442213.02899
227,1629696600000,3349.17,3355.49,3333.00,3333.35,33588.564,1629697499999,112210434.93028,39499,14153.460,47292462.25256
228,1629697500000,3333.36,3336.69,3325.77,3336.03,32033.592,1629698399999,106738081.85915,33495,16798.087,55978506.17945
229,1629698400000,3336.03,3348.34,3331.11,3332.02,22092.991,1629699299999,73802760.39940,29281,11206.466,37445278.30754
230,1629699300000,3332.18,3337.00,3322.42,3323.91,19310.986,1629700199999,64312366.06940,26931,7985.456,26602072.40352
231,1629700200000,3323.87,3334.45,3322.96,3330.50,12865.313,1629701099999,42850505.85852,23237,6220.434,20717971.43532
232,1629701100000,3330.57,3335.82,3330.00,3332.96,10590.455,1629701999999,35301792.08446,19880,5773.308,19245396.22635
233,1629702000000,3332.97,3336.00,3325.00,3327.98,11978.717,1629702899999,39884779.02868,22423,4992.871,16625106.79815
234,1629702900000,3327.98,3335.25,3315.01,3318.42,21584.371,1629703799999,71756921.52890,29422,9009.133,29959743.29550
235,1629703800000,3318.43,3329.00,3315.24,3321.22,17913.003,1629704699999,59517562.12396,25827,9155.817,30424963.21816
236,1629704700000,3321.21,3333.13,3320.83,3326.72,13216.640,1629705599999,43990370.79306,21024,7976.681,26551113.60938
237,1629705600000,3326.72,3338.80,3321.01,3337.88,23064.198,1629706499999,76792058.66058,32337,12528.305,41724572.57962
238,1629706500000,3337.88,3344.00,3331.43,3340.00,16014.718,1629707399999,53454172.25352,27666,8572.705,28616699.81560
239,1629707400000,3339.99,3340.00,3326.55,3327.70,14116.630,1629708299999,47029409.75274,23137,5507.708,18347850.13337
240,1629708300000,3327.71,3338.88,3327.32,3337.59,8972.444,1629709199999,29914643.02229,16490,4806.264,16024507.90929
241,1629709200000,3337.60,3341.95,3334.00,3336.68,11801.772,1629710099999,39395514.31592,19267,5339.888,17825208.76712
242,1629710100000,3336.68,3349.68,3336.67,3345.92,19864.306,1629710999999,66422593.71317,25659,10983.568,36725599.39419
243,1629711000000,3345.92,3349.31,3339.39,3346.62,13837.191,1629711899999,46286242.65480,20313,5827.437,19494060.81128
244,1629711900000,3346.61,3355.66,3342.08,3354.68,21354.072,1629712799999,71550908.03266,26533,11038.076,36988520.29811
245,1629712800000,3354.69,3369.00,3325.01,3343.56,78629.063,1629713699999,263297168.54704,82246,38136.619,127742463.51052
246,1629713700000,3343.21,3360.04,3327.20,3343.27,41259.408,1629714599999,137933327.83215,46631,21530.733,71986859.63759
247,1629714600000,3343.27,3346.02,3319.28,3327.34,34892.477,1629715499999,116154175.14561,40805,15605.556,51952302.33824
248,1629715500000,3327.33,3337.00,3322.10,3334.24,14127.240,1629716399999,47064516.66917,22898,6997.926,23313384.81473
249,1629716400000,3334.23,3341.60,3325.00,3328.98,16762.756,1629717299999,55902416.67828,24213,8096.521,27002658.46704
250,1629717300000,3328.98,3339.28,3326.20,3338.15,10535.099,1629718199999,35129729.84738,18318,5397.525,18000166.56752
