,lastUpdateId,E,T,bids,asks
249,722823590005,1630855043709,1630855043699,"['3917.44', '5.160']","['3927.90', '0.451']"
250,722823590005,1630855043709,1630855043699,"['3917.43', '0.764']","['3927.91', '0.002']"
251,722823590005,1630855043709,1630855043699,"['3917.41', '3.210']","['3927.92', '17.214']"
252,722823590005,1630855043709,1630855043699,"['3917.40', '0.010']","['3927.93', '2.030']"
253,722823590005,1630855043709,1630855043699,"['3917.39', '2.400']","['3927.94', '3.280']"
254,722823590005,1630855043709,1630855043699,"['3917.38', '0.754']","['3927.95', '0.778']"
255,722823590005,1630855043709,1630855043699,"['3917.37', '1.344']","['3927.98', '2.890']"
256,722823590005,1630855043709,1630855043699,"['3917.36', '6.900']","['3927.99', '61.109']"
257,722823590005,1630855043709,1630855043699,"['3917.35', '1.893']","['3928.00', '28.795']"
258,722823590005,1630855043709,1630855043699,"['3917.31', '2.736']","['3928.03', '0.268']"
259,722823590005,1630855043709,1630855043699,"['3917.30', '1.280']","['3928.05', '94.493']"
260,722823590005,1630855043709,1630855043699,"['3917.26', '4.231']","['3928.07', '0.173']"
261,722823590005,1630855043709,1630855043699,"['3917.25', '0.066']","['3928.08', '2.552']"
262,722823590005,1630855043709,1630855043699,"['3917.22', '3.946']","['3928.09', '0.666']"
263,722823590005,1630855043709,1630855043699,"['3917.21', '1.000']","['3928.10', '0.040']"
264,722823590005,1630855043709,1630855043699,"['3917.20', '0.964']","['3928.12', '5.603']"
265,722823590005,1630855043709,1630855043699,"['3917.19', '40.086']","['3928.14', '0.010']"
266,722823590005,1630855043709,1630855043699,"['3917.15', '3.210']","['3928.15', '0.004']"
267,722823590005,1630855043709,1630855043699,"['3917.10', '4.404']","['3928.16', '9.463']"
268,722823590005,1630855043709,1630855043699,"['3917.08', '0.002']","['3928.20', '0.062']"
269,722823590005,1630855043709,1630855043699,"['3917.04', '11.582']","['3928.23', '0.451']"
270,722823590005,1630855043709,1630855043699,"['3917.03', '0.032']","['3928.24', '0.357']"
271,722823590005,1630855043709,1630855043699,"['3917.02', '3.900']","['3928.25', '6.902']"
272,722823590005,1630855043709,1630855043699,"['3917.01', '2.530']","['3928.26', '31.649']"
273,722823590005,1630855043709,1630855043699,"['3917.00', '3.454']","['3928.27', '0.587']"
274,722823590005,1630855043709,1630855043699,"['3916.98', '0.758']","['3928.28', '0.054']"
275,722823590005,1630855043709,1630855043699,"['3916.97', '0.013']","['3928.31', '4.714']"
276,722823590005,1630855043709,1630855043699,"['3916.87', '167.516']","['3928.32', '3.807']"
277,722823590005,1630855043709,1630855043699,"['3916.86', '0.960']","['3928.33', '0.010']"
278,722823590005,1630855043709,1630855043699,"['3916.85', '0.306']","['3928.35', '1.539']"
279,722823590005,1630855043709,1630855043699,"['3916.84', '0.424']","['3928.36', '0.012']"
280,722823590005,1630855043709,1630855043699,"['3916.82', '0.178']","['3928.37', '2.130']"
281,722823590005,1630855043709,1630855043699,"['3916.81', '5.737']","['3928.38', '6.000']"
282,722823590005,1630855043709,1630855043699,"['3916.79', '0.029']","['3928.39', '4.431']"
283,722823590005,1630855043709,1630855043699,"['3916.70', '4.482']","['3928.40', '2.003']"
284,722823590005,1630855043709,1630855043699,"['3916.69', '1.327']","['3928.42', '0.004']"
285,722823590005,1630855043709,1630855043699,"['3916.67', '0.009']","['3928.43', '2.410']"
286,722823590005,1630855043709,1630855043699,"['3916.66', '15.000']","['3928.44', '60.011']"
287,722823590005,1630855043709,1630855043699,"['3916.63', '0.032']","['3928.48', '9.485']"
288,722823590005,1630855043709,1630855043699,"['3916.61', '0.142']","['3928.50', '5.300']"
289,722823590005,1630855043709,1630855043699,"['3916.60', '1.277']","['3928.51', '2.570']"
290,722823590005,1630855043709,1630855043699,"['3916.59', '0.759']","['3928.52', '0.038']"
291,722823590005,1630855043709,1630855043699,"['3916.57', '2.430']","['3928.53', '0.066']"
292,722823590005,1630855043709,1630855043699,"['3916.56', '5.000']","['3928.54', '0.024']"
293,722823590005,1630855043709,1630855043699,"['3916.55', '5.002']","['3928.55', '46.404']"
294,722823590005,1630855043709,1630855043699,"['3916.54', '22.215']","['3928.56', '0.641']"
295,722823590005,1630855043709,1630855043699,"['3916.52', '0.500']","['3928.57', '0.520']"
296,722823590005,1630855043709,1630855043699,"['3916.47', '60.000']","['3928.61', '0.218']"
297,722823590005,1630855043709,1630855043699,"['3916.46', '2.551']","['3928.64', '0.032']"
298,722823590005,1630855043709,1630855043699,"['3916.45', '43.602']","['3928.65', '10.000']"
299,722823590005,1630855043709,1630855043699,"['3916.40', '1.357']","['3928.66', '2.956']"
300,722823590005,1630855043709,1630855043699,"['3916.35', '0.043']","['3928.67', '0.051']"
301,722823590005,1630855043709,1630855043699,"['3916.32', '0.013']","['3928.68', '0.191']"
302,722823590005,1630855043709,1630855043699,"['3916.31', '0.300']","['3928.69', '3.711']"
303,722823590005,1630855043709,1630855043699,"['3916.28', '0.520']","['3928.71', '0.929']"
304,722823590005,1630855043709,1630855043699,"['3916.27', '5.500']","['3928.72', '0.002']"
305,722823590005,1630855043709,1630855043699,"['3916.20', '0.757']","['3928.73', '2.636']"
306,722823590005,1630855043709,1630855043699,"['3916.19', '22.191']","['3928.74', '0.200']"
307,722823590005,1630855043709,1630855043699,"['3916.15', '2.450']","['3928.75', '0.015']"
308,722823590005,1630855043709,1630855043699,"['3916.14', '0.032']","['3928.76', '0.050']"
