open_time,close,DOGEUSDT_close,BTCUSDT_close,ETCUSDT_close,BCHUSDT_close,XRPUSDT_close,LTCUSDT_close,close_1D,DOGEUSDT_close_1D,BTCUSDT_close_1D,ETCUSDT_close_1D,BCHUSDT_close_1D,XRPUSDT_close_1D,LTCUSDT_close_1D
2020-12-26 01:00:00,628.02,0.0045579999999999996,24928.28,5.772,321.04,0.309,129.18,,,,,,,
2020-12-26 02:00:00,626.62,0.004557,24858.51,5.768,317.3,0.3086,128.62,,,,,,,
2020-12-26 03:00:00,634.45,0.004646,24931.98,5.82,325.0,0.3192,131.57,,,,,,,
2020-12-26 04:00:00,630.7,0.004471,24832.95,5.784,320.53,0.3096,130.36,,,,,,,
2020-12-26 05:00:00,626.79,0.004520000000000001,24729.55,5.718999999999999,319.24,0.3114,128.23,,,,,,,
2020-12-26 06:00:00,629.08,0.004528,24840.86,5.733,319.8,0.3139,130.21,,,,,,,
2020-12-26 07:00:00,625.16,0.004463,24793.28,5.702999999999999,318.87,0.3097,128.41,,,,,,,
2020-12-26 08:00:00,628.01,0.004501,24913.81,5.705,319.55,0.3081,128.73,,,,,,,
2020-12-26 09:00:00,623.15,0.0044859999999999995,24868.08,5.651,317.08,0.3023,128.5,,,,,,,
2020-12-26 10:00:00,619.34,0.004455,24737.96,5.641,313.73,0.2964,127.14,,,,,,,
2020-12-26 11:00:00,622.76,0.004469,24843.8,5.707000000000001,317.1,0.3026,129.37,,,,,,,
2020-12-26 12:00:00,624.49,0.004511,24903.21,5.689,318.22,0.3062,130.15,,,,,,,
2020-12-26 13:00:00,623.39,0.004494,24948.0,5.649,317.63,0.3037,130.33,,,,,,,
2020-12-26 14:00:00,630.05,0.00455,25389.99,5.702000000000001,321.0,0.3035,130.7,,,,,,,
2020-12-26 15:00:00,628.77,0.004490999999999999,25638.48,5.702000000000001,319.32,0.2951,130.61,,,,,,,
2020-12-26 16:00:00,648.42,0.004564,25872.27,5.801,327.26,0.3118,133.19,,,,,,,
2020-12-26 17:00:00,644.12,0.0045130000000000005,25814.0,5.785,325.62,0.3058,132.38,,,,,,,
2020-12-26 18:00:00,642.41,0.00451,25644.62,5.769,322.5,0.3034,131.41,,,,,,,
2020-12-26 19:00:00,645.85,0.004526,25944.43,5.752000000000001,323.54,0.2985,131.71,,,,,,,
2020-12-26 20:00:00,649.4,0.0045119999999999995,26440.4,5.8020000000000005,326.44,0.3026,133.82,,,,,,,
2020-12-26 21:00:00,648.2,0.004546,26720.0,5.852,328.78,0.3019,133.13,,,,,,,
2020-12-26 22:00:00,634.6,0.004483,26438.53,5.792000000000001,323.4,0.2928,128.94,,,,,,,
2020-12-26 23:00:00,637.9,0.004519,26508.83,5.843,324.06,0.2952,129.79,,,,,,,
2020-12-27 00:00:00,638.82,0.004543,26774.87,5.83,325.93,0.2918,132.21,,,,,,,
2020-12-27 01:00:00,642.03,0.0045899999999999995,26637.91,5.849,327.76,0.2943,132.6,,,,,,,
2020-12-27 02:00:00,646.59,0.00463,26583.94,5.898,339.58,0.299,134.95,5.960000000000036,4.560001000000057,74.33000000000175,4.564000000000078,8.300000000000068,4.560400000000072,5.120000000000118
2020-12-27 03:00:00,644.04,0.004612,26590.96,5.88,337.58,0.2982,133.9,-10.38000000000011,-2.550089000000071,-76.02000000000044,-2.602000000000089,-10.250000000000057,-2.560600000000136,-5.5
2020-12-27 04:00:00,644.29,0.004602,26760.01,5.88,336.46,0.2947,134.07,4.0,0.2501750000000129,99.27999999999884,0.2860000000000582,4.720000000000027,0.2595999999999776,1.4599999999999227
2020-12-27 05:00:00,646.47,0.004599,26905.88,5.89,336.91,0.2966,134.98,6.0900000000001455,2.1799510000000737,105.58000000000175,2.2450000000000045,3.4700000000000273,2.1782000000000608,4.310000000000059
2020-12-27 06:00:00,652.55,0.004647999999999999,27652.21,5.885,340.18,0.3015,136.77,3.78999999999985,6.079991999999834,-105.2300000000032,6.066000000000031,5.519999999999925,6.077499999999986,4.099999999999909
2020-12-27 07:00:00,650.94,0.004636,27655.27,5.855,339.87,0.2971,135.0,2.310000000000173,-1.6099349999998367,45.970000000001164,-1.5799999999999272,-0.6799999999998931,-1.605799999999931,0.19000000000016826
2020-12-27 08:00:00,644.61,0.004562,27500.0,5.746,335.17,0.2897,133.07,-9.180000000000064,-6.330038000000059,-126.86000000000058,-6.332000000000107,-7.010000000000048,-6.328399999999988,-6.650000000000091
2020-12-27 09:00:00,647.83,0.00458,27830.75,5.791,337.25,0.2938,134.42,8.080000000000041,3.2200149999999894,48.95000000000073,3.2740000000001146,5.690000000000055,3.2258000000000493,3.4500000000000455
2020-12-27 10:00:00,647.01,0.004564,27839.18,5.778,337.1,0.2907,134.11,2.9899999999998954,-0.8199690000000146,129.29999999999927,-0.8100000000000591,2.529999999999916,-0.8141000000000531,0.5399999999999636
2020-12-27 11:00:00,639.0,0.004471,27679.15,5.641,327.45,0.2769,129.47,-11.42999999999995,-8.010013999999956,-113.84999999999854,-8.076000000000022,-11.379999999999995,-8.016200000000026,-10.240000000000009
2020-12-27 12:00:00,635.05,0.004526,27234.02,5.631,321.15,0.2802,128.31,-5.680000000000064,-3.950042000000053,-63.36000000000058,-3.9320000000000164,-5.07000000000005,-3.9536000000000513,-4.730000000000018
2020-12-27 13:00:00,649.1,0.004693,27543.44,5.818,347.89,0.2846,133.82,15.150000000000091,14.050017000000025,-30.7400000000016,14.090000000000032,14.6400000000001,14.052500000000009,13.870000000000005
2020-12-27 14:00:00,686.43,0.0047469999999999995,27375.18,5.932,353.39,0.2902,137.01,30.66999999999996,37.329943999999955,-404.65999999999985,37.27699999999993,33.95999999999992,37.33019999999999,36.960000000000036
2020-12-27 15:00:00,699.83,0.004682,27399.38,6.0760000000000005,362.19,0.2966,136.07,14.680000000000064,13.400059000000056,-235.0899999999965,13.400000000000091,15.080000000000098,13.408400000000029,13.490000000000009
2020-12-27 16:00:00,698.56,0.004686999999999999,27115.15,5.959,353.59,0.2993,133.24,-20.920000000000073,-1.2700730000000249,-235.0600000000013,-1.3690000000001419,-9.210000000000093,-1.2866999999999962,-3.8500000000001364
2020-12-27 17:00:00,691.52,0.00466,26840.29,5.907,348.49,0.294,131.65,-2.740000000000009,-7.039948999999979,51.22999999999956,-7.023999999999887,-5.399999999999977,-7.033999999999992,-6.2299999999999045
2020-12-27 18:00:00,694.81,0.004618,27098.93,5.916,350.05,0.2943,131.62,5.0,3.290002999999956,172.6700000000019,3.3059999999999263,6.409999999999968,3.2923999999999296,4.259999999999991
2020-12-27 19:00:00,706.71,0.004644,27117.16,5.976,352.42,0.296,132.54,8.460000000000036,11.899984000000018,-287.9100000000035,11.917000000000144,10.86000000000007,11.904900000000112,11.600000000000023
2020-12-27 20:00:00,674.17,0.004464,26244.51,5.755,335.26,0.2841,125.5,-36.09000000000003,-32.539986,-528.510000000002,-32.590000000000146,-35.440000000000055,-32.54410000000007,-34.65000000000009
2020-12-27 21:00:00,679.3,0.004539,26421.11,5.803999999999999,342.5,0.2856,127.78,6.329999999999927,5.129965999999968,-274.4699999999975,5.080000000000041,2.7900000000000205,5.130699999999933,5.82000000000005
2020-12-27 22:00:00,688.04,0.0045520000000000005,26547.15,5.845,345.12,0.2873,128.33,22.340000000000032,8.740062999999964,290.21000000000276,8.799999999999955,14.120000000000005,8.749099999999999,12.92999999999995
2020-12-27 23:00:00,685.97,0.004554,26305.64,5.815,338.42,0.2844,127.99,-5.369999999999891,-2.0700359999998454,-72.37000000000262,-2.120999999999867,-2.7299999999999613,-2.0723999999999023,-2.9199999999998454
2020-12-28 00:00:00,709.5,0.004639,26899.0,5.919,348.84,0.2834,130.63,22.6099999999999,23.52997599999992,-242.5099999999984,23.542999999999893,21.659999999999968,23.53340000000003,21.1099999999999
2020-12-28 01:00:00,707.75,0.004654,27078.26,5.901,347.09,0.2828,129.97,-4.959999999999923,-1.750046999999995,135.20999999999913,-1.7690000000000055,-3.579999999999984,-1.7525000000000546,-2.1399999999999864
2020-12-28 02:00:00,707.16,0.00463,27098.96,5.89,347.38,0.2826,129.92,-5.150000000000091,-0.5900400000000445,53.38000000000102,-0.63900000000001,-12.410000000000025,-0.5946999999999889,-2.939999999999941
2020-12-28 03:00:00,704.71,0.004639,27287.11,5.916,346.67,0.2828,129.6,0.10000000000013642,-2.4499819999998635,-9.470000000001164,-2.4319999999999027,-0.4499999999999318,-2.4491999999999052,-1.3999999999999773
2020-12-28 04:00:00,705.45,0.004576,26882.76,5.85,341.88,0.2813,127.84,0.4900000000000091,0.7400099999999838,-168.30999999999767,0.7400000000000091,1.8600000000000136,0.7434999999999263,0.57000000000005
2020-12-28 05:00:00,714.83,0.0046229999999999995,26960.24,5.8839999999999995,347.43,0.2824,129.84,7.199999999999932,9.380002999999988,-136.4900000000016,9.370000000000005,8.92999999999995,9.378100000000018,8.469999999999914
2020-12-28 06:00:00,713.96,0.004684000000000001,27072.57,5.87,350.18,0.2818,129.41,-6.949999999999932,-0.8700489999999945,-747.2000000000007,-0.8650000000000091,-4.139999999999986,-0.8749000000000251,-2.659999999999968
2020-12-28 07:00:00,733.79,0.004717,27028.86,6.0089999999999995,353.14,0.2856,131.63,21.439999999999827,19.830011999999897,16.770000000000437,19.8599999999999,20.13999999999993,19.83439999999996,21.59999999999991
2020-12-28 08:00:00,740.89,0.0047,26969.0,6.082999999999999,358.53,0.2879,131.22,13.430000000000064,7.100074000000063,162.36999999999898,7.20900000000006,11.800000000000011,7.107399999999984,9.029999999999973
2020-12-28 09:00:00,734.19,0.004672,26865.46,6.087000000000001,362.01,0.2926,130.06,-9.919999999999959,-6.700018,-337.4500000000007,-6.7450000000000045,-8.779999999999916,-6.704099999999926,-8.04999999999984
2020-12-28 10:00:00,728.25,0.004657,26757.7,6.122999999999999,367.6,0.3003,131.36,-5.1200000000000045,-5.939983999999981,-14.369999999998981,-5.927000000000021,-5.790000000000077,-5.936900000000037,-5.630000000000109
2020-12-28 11:00:00,733.16,0.004703,26893.96,6.124,371.8,0.2977,135.91,12.919999999999959,4.910092999999961,164.9399999999987,5.0470000000000255,14.560000000000002,4.923800000000028,9.549999999999955
2020-12-28 12:00:00,726.32,0.004672,27124.02,6.037000000000001,365.69,0.2949,134.35,-2.8899999999998727,-6.840055000000007,438.2900000000009,-6.829999999999927,-0.5399999999999068,-6.843299999999999,-5.67999999999995
2020-12-28 13:00:00,728.01,0.004659,27276.0,6.061,367.22,0.2961,135.43,-12.360000000000127,1.6898330000000215,-307.72999999999956,1.502999999999929,-25.050000000000068,1.6856000000000222,-3.8199999999999363
2020-12-28 14:00:00,738.57,0.004638000000000001,27313.2,6.081,373.28,0.2938,134.86,-26.769999999999868,10.559946000000082,178.8199999999997,10.446000000000026,5.060000000000059,10.554399999999987,7.3700000000000045
2020-12-28 15:00:00,729.97,0.004584,26944.25,5.987,365.96,0.2892,131.01,-22.000000000000114,-8.599935000000073,-32.79999999999927,-8.744000000000028,-17.400000000000034,-8.606400000000008,-7.659999999999968
2020-12-28 16:00:00,738.94,0.004645000000000001,27098.23,6.002999999999999,365.92,0.289,131.97,10.240000000000123,8.96999500000004,293.1999999999971,9.087000000000103,17.57000000000005,8.967300000000023,11.799999999999955
2020-12-28 17:00:00,740.04,0.004636,27165.01,6.0120000000000005,367.35,0.289,132.71,8.139999999999873,1.1000269999999546,275.96000000000276,1.1519999999998163,6.199999999999875,1.1052999999999429,2.689999999999941
2020-12-28 18:00:00,738.08,0.004609,27041.8,5.9639999999999995,366.65,0.2814,132.74,-5.249999999999886,-1.9599580000000287,-260.59999999999854,-1.9689999999999372,-3.519999999999925,-1.960299999999961,-1.92999999999995
2020-12-28 19:00:00,745.19,0.004607,27026.25,5.974,366.09,0.2857,132.14,-4.790000000000077,7.109974000000079,-11.12000000000262,7.050000000000068,4.740000000000009,7.108299999999986,6.190000000000055
2020-12-28 20:00:00,734.95,0.004587,26885.89,5.928,362.95,0.2818,130.29,22.300000000000068,-10.239820000000009,862.4100000000035,-10.019000000000005,6.920000000000016,-10.228099999999927,-3.2000000000000455
2020-12-28 21:00:00,728.87,0.004567,26648.39,5.915,359.54,0.2789,129.46,-11.210000000000036,-6.080075000000079,-182.68000000000393,-6.129000000000019,-13.32000000000005,-6.081500000000119,-8.360000000000014
2020-12-28 22:00:00,728.0,0.004554,26917.48,5.86,357.51,0.2474,129.57,-9.610000000000014,-0.8700129999999717,-126.90999999999985,-0.9110000000000582,-3.490000000000009,-0.8716999999999189,-1.4200000000000728
2020-12-28 23:00:00,731.07,0.004609,27102.66,5.926,361.12,0.2473,130.04,5.139999999999986,3.069998000000055,244.58000000000175,3.1000000000000227,9.770000000000039,3.072900000000004,3.410000000000082
2020-12-29 00:00:00,720.64,0.004515,26843.0,5.827000000000001,352.38,0.2226,126.55,-33.960000000000036,-10.430085000000076,-603.7900000000009,-10.533999999999992,-20.850000000000023,-10.429000000000087,-13.07000000000005
2020-12-29 01:00:00,718.98,0.004497,26855.05,5.789,354.75,0.2293,128.44,0.09000000000003183,-1.6600149999999303,-180.91999999999825,-1.641999999999939,0.09000000000003183,-1.6593999999998914,-1.0
2020-12-29 02:00:00,721.96,0.004575,26887.43,5.847,353.17,0.2319,129.05,3.57000000000005,2.9800239999999576,-17.720000000001164,2.9909999999999854,2.6899999999999977,2.980199999999968,3.0300000000000864
2020-12-29 03:00:00,700.94,0.0044740000000000005,26473.39,5.71,342.25,0.22,125.81,-18.57000000000005,-21.02000899999996,-209.1700000000019,-21.04600000000005,-20.310000000000002,-21.02019999999993,-20.700000000000045
2020-12-29 04:00:00,706.26,0.004462,26514.31,5.6579999999999995,342.93,0.2265,126.94,4.579999999999927,5.320062999999891,409.6700000000019,5.385999999999967,10.109999999999957,5.321499999999901,7.079999999999927
2020-12-29 05:00:00,708.2,0.004446,26476.6,5.699,344.48,0.2295,126.51,-7.439999999999941,1.9399530000000595,-75.54000000000087,1.9060000000000628,-3.609999999999957,1.9388999999999896,-0.05999999999994543
2020-12-29 06:00:00,709.44,0.004445,26376.44,5.666,342.81,0.2277,126.71,2.1100000000000136,1.2399390000000494,-111.09000000000015,1.254000000000019,-1.509999999999991,1.2406000000000859,1.6700000000000728
2020-12-29 07:00:00,710.77,0.004429,26457.77,5.689,344.3,0.2268,127.12,-18.5,1.3299669999998969,45.04000000000087,1.1909999999999172,-1.6300000000000523,1.326199999999858,-0.8900000000001
2020-12-29 08:00:00,714.77,0.004451,26674.81,5.721,349.0,0.2258,128.5,-3.1000000000000227,4.000017000000071,63.86000000000058,3.9260000000000446,-1.3899999999999864,3.997700000000009,4.409999999999968
2020-12-29 09:00:00,723.27,0.004518,26602.0,5.752000000000001,348.68,0.2177,128.56,15.199999999999932,8.50002799999993,112.04000000000087,8.495999999999981,5.019999999999982,8.495300000000043,9.660000000000082
2020-12-29 10:00:00,730.69,0.004481000000000001,26756.62,5.735,350.99,0.2103,128.87,13.360000000000127,7.420015000000149,115.17999999999665,7.3840000000000146,1.830000000000041,7.412300000000073,6.1200000000000045
2020-12-29 11:00:00,732.58,0.004484,26908.01,5.694,351.06,0.1996,128.74,-3.019999999999982,1.8899539999999888,-134.36999999999534,1.88900000000001,-2.3100000000000023,1.8926000000000158,-2.659999999999968
2020-12-29 12:00:00,730.17,0.004482,26923.67,5.696000000000001,348.76,0.1975,128.64,4.429999999999836,-2.40996900000016,-232.4700000000048,-2.3230000000000928,3.699999999999932,-2.4072000000001026,-0.8500000000001364
2020-12-29 13:00:00,730.64,0.004509,26904.01,5.7170000000000005,349.37,0.1982,128.0,-1.2199999999999136,0.47001300000010815,-151.5099999999984,0.4460000000000264,-1.0600000000000023,0.46879999999998745,-0.6099999999999
2020-12-29 14:00:00,723.0,0.004454,26695.82,5.642,345.19,0.1959,126.31,-18.200000000000045,-7.639979000000039,-44.840000000000146,-7.659999999999968,-13.699999999999932,-7.637699999999995,-7.07000000000005
2020-12-29 15:00:00,720.05,0.004335,26636.84,5.5729999999999995,342.71,0.1778,124.77,5.649999999999977,-2.949946000000068,366.0,-2.8559999999999945,4.369999999999948,-2.9454000000000633,0.8999999999999773
2020-12-29 16:00:00,715.47,0.004314,26454.61,5.546,336.4,0.1809,122.59,-13.549999999999955,-4.580060999999887,-158.55999999999767,-4.596000000000004,-4.539999999999964,-4.579799999999864,-5.539999999999964
2020-12-29 17:00:00,721.48,0.004389,26642.8,5.636,344.13,0.2321,124.28,4.910000000000082,6.010008999999968,-60.77000000000044,6.00100000000009,4.579999999999984,6.009999999999991,5.269999999999982
2020-12-29 18:00:00,721.79,0.004438,26620.01,5.664,343.15,0.2358,123.94,2.269999999999868,0.31002699999999095,123.52000000000044,0.35799999999983356,1.009999999999991,0.31759999999997035,0.2799999999999727
2020-12-29 19:00:00,731.3,0.004441,26957.13,5.662999999999999,347.99,0.2215,126.31,2.3999999999999773,9.510001999999986,25.05999999999767,9.5,10.069999999999993,9.505699999999933,10.110000000000014
2020-12-29 20:00:00,730.29,0.004432,27019.99,5.657,348.89,0.2152,126.18,9.230000000000018,-1.0099800000000414,139.35000000000218,-0.9639999999999418,2.1299999999999955,-1.0060999999999467,0.8400000000000318
2020-12-29 21:00:00,726.24,0.004452,26946.45,5.651,349.27,0.2178,126.45,2.0300000000000864,-4.049979999999891,233.45000000000073,-4.036999999999921,-0.6399999999999864,-4.0471,-3.2200000000000273
2020-12-29 22:00:00,730.86,0.0044670000000000005,27074.52,5.66,348.02,0.2177,126.5,5.490000000000009,4.620012999999972,-264.47000000000116,4.6749999999999545,6.650000000000034,4.6515000000000555,4.509999999999991
